id,place_name,is_restaurant,categories,average_rating,rate_count,granular_category,lat,lng,place_id
1142,Firefly Burger,RESTAURANT,Fast Food|Burgers,4.4,299,restaurants,24.708601,46.688815,ChIJKZXaNCADLz4RJGd2CDaiYvQ
1143,Habibah,RESTAURANT,Desserts,4.2,1020,restaurants,24.708758,46.688907,ChIJKZXaNCADLz4RJGd2CDaiYvQ
1144,Khan almoneh,OTHER,Supermarkets,5,2,dairy_products,24.70867626,46.68910895,ChIJqejt1CEDLz4R3KvAbMZgtpw
1145,AZHAR SUNDOS,RESTAURANT,Flowers,4.5,49,flowers_and_plants,24.71971624,46.68864902,ChIJ250iPt0CLz4R1lYXbYrqPH0
1146,Indian Hut,RESTAURANT,Grill|Seafood|Indian|Noodles,4,206,restaurants,24.708703,46.689148,ChIJqejt1CEDLz4R3KvAbMZgtpw
1147,Mansaf Abu Ali,RESTAURANT,Arabic,3.9,386,restaurants,24.708817,46.689434,ChIJqejt1CEDLz4R3KvAbMZgtpw
1148,PARTY BOX,RESTAURANT,Bakery|Pizza|Breakfast|Pastries,4.3,64,restaurants,24.736401,46.6760367,ChIJPW-vc64CLz4RjSAJybOWGx8
1149,Logmt Loqaimat,RESTAURANT,Desserts|Arabic|Coffee,3.7,103,restaurants,24.736401,46.6760367,ChIJPW-vc64CLz4RjSAJybOWGx8
1150,Cref Cookies,RESTAURANT,Desserts|Bakery,4.7,188,restaurants,24.736401,46.6760367,ChIJPW-vc64CLz4RjSAJybOWGx8
1151,Section-B,RESTAURANT,Fast Food|Burgers,4.3,250,restaurants,24.7364167,46.6760278,ChIJPW-vc64CLz4RjSAJybOWGx8
1152,Balon,RESTAURANT,Coffee|Juices,3.8,58,restaurants,24.7364315,46.6760208,ChIJPW-vc64CLz4RjSAJybOWGx8
1153,Chocoloco,RESTAURANT,Desserts|Arabic,0,0,restaurants,24.73641331,46.67607257,ChIJPW-vc64CLz4RjSAJybOWGx8
1154,LEVON,RESTAURANT,Arabic,4.4,8,restaurants,24.73643394,46.67604226,ChIJPW-vc64CLz4RjSAJybOWGx8
1155,nn sushi,RESTAURANT,Asian|Sushi,4.2,88,restaurants,24.7364989,46.6760109,ChIJPW-vc64CLz4RjSAJybOWGx8
1156,Indian Palace,RESTAURANT,Indian,4.1,94,restaurants,24.7364828,46.6760722,ChIJPW-vc64CLz4RjSAJybOWGx8
1157,METCH,RESTAURANT,Burgers,3.9,7,restaurants,24.73647806,46.67611291,ChIJPW-vc64CLz4RjSAJybOWGx8
1158,Al Mukhtar,RESTAURANT,Seafood,3.8,26,restaurants,24.739353,46.669747,ChIJZXVl0lQdLz4RhghKRpZOxxg
1159,Triangle Sweet,RESTAURANT,Desserts|Arabic|International|Saudi,0,0,restaurants,24.7366132,46.6759652,ChIJPW-vc64CLz4RjSAJybOWGx8
1160,Woop,RESTAURANT,Desserts|Beverages,4.5,380,restaurants,24.73835489,46.64612476,ChIJe5KLpp7iLj4RMAjvXuQQ--o
1161,Chestnut,RESTAURANT,International,4.6,27,restaurants,24.73844011,46.64597049,ChIJe5KLpp7iLj4RMAjvXuQQ--o
1162,Juicy Lucy Shawarma,RESTAURANT,Fast Food|Arabic|Shawarma,4.3,7,restaurants,24.7390663,46.6466309,ChIJOcS5qJ7iLj4R4apWFneUgrc
1163,Bunah,RESTAURANT,Desserts|Coffee,4.7,74,restaurants,24.73966287,46.64818925,ChIJwzs8MJniLj4Rl3I1KqIlkoY
1164,Surround,RESTAURANT,Sandwich|Fast Food,3.3,3,restaurants,24.7377771,46.6427427,ChIJAz01WZviLj4RB1aZZMCbRh0
1165,Zghotta,RESTAURANT,Arabic,3.7,48,restaurants,24.7076179,46.6907795,ChIJGUQdWh8DLz4RvHZI_pHo72s
1166,The Lebanese bakery,RESTAURANT,Arabic|Bakery|Pastries,4.1,84,restaurants,24.7076179,46.6907795,ChIJGUQdWh8DLz4RvHZI_pHo72s
1167,birdlot,RESTAURANT,American,4.1,111,restaurants,24.73796,46.6428723,ChIJkWgzmJziLj4RvsBuOIL52kU
1168,Curry Club,RESTAURANT,Grill|Indian,3.5,46,restaurants,24.7399936,46.671628,ChIJVZhYIqsCLz4Ren7EkeiMQ5M
1169,Wings &amp; Things,RESTAURANT,Sandwich|Fast Food|American|Burgers,3.1,10,restaurants,24.7399936,46.671628,ChIJVZhYIqsCLz4Ren7EkeiMQ5M
1170,Steak House Burger,RESTAURANT,Sandwich|American|Beverages|Burgers,3.3,13,restaurants,24.7399936,46.671628,ChIJVZhYIqsCLz4Ren7EkeiMQ5M
1171,Uncle Moes,RESTAURANT,Sandwich|Fast Food|American|Burgers,3,3,restaurants,24.7399936,46.671628,ChIJVZhYIqsCLz4Ren7EkeiMQ5M
1172,City Fresh Kitchen,RESTAURANT,American,4.1,39,restaurants,24.7399936,46.671628,ChIJVZhYIqsCLz4Ren7EkeiMQ5M
1173,shahi sayaar,RESTAURANT,Desserts|Arabic|Coffee,4,23,restaurants,24.740463,46.6708174,ChIJg0aTKKsCLz4RmwFXeRHfc1Q
1174,Roastarita,RESTAURANT,Desserts|Beverages|Coffee,4.4,8,restaurants,24.7405538,46.6712696,ChIJVZhYIqsCLz4Ren7EkeiMQ5M
1175,Lian Grapes,RESTAURANT,Arabic,4.7,22,restaurants,24.74053852,46.67168745,ChIJVZhYIqsCLz4Ren7EkeiMQ5M
1176,Falafel time,RESTAURANT,Sandwich|Falafel|Breakfast,4.2,69,restaurants,24.74041598,46.67222081,ChIJtVimG6sCLz4RDoJ6eD8gB4g
1177,Shawarma Atta,RESTAURANT,Arabic,4,24,restaurants,24.7404318,46.6722558,ChIJtVimG6sCLz4RDoJ6eD8gB4g
1178,Java Time,RESTAURANT,Desserts|Coffee,4.2,80,restaurants,24.73858027,46.64247261,ChIJ5V9sPpviLj4R6f3bf-LznM0
1179,Pastalita,RESTAURANT,Fast Food|Italian|Pizza|Pasta,4.5,278,restaurants,24.7433518,46.6583933,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1180,Alatabaq Alhajazi,RESTAURANT,Arabic|Saudi|Pastries,4,73,restaurants,24.7402631,46.674311,ChIJwXtgjasCLz4RYqpWEbjHkO4
1181,Al Fateera Al Demashqya,RESTAURANT,Arabic|Shawarma|Pizza|Pastries,4.2,139,restaurants,24.7429147,46.652561,ChIJ2eddY6LiLj4Rb3aZN79kUs4
1182,Latea,RESTAURANT,Arabic|Coffee|Juices,4.3,124,restaurants,24.74356116,46.65823514,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1183,Mongo,RESTAURANT,Fast Food,4.5,147,restaurants,24.74363495,46.6582356,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1184,CHEF SHAKIR,RESTAURANT,Arabic,3.6,47,restaurants,24.7418003,46.6478801,ChIJERincZniLj4RsTqo11XzT2Q
1185,Nakhati,RESTAURANT,Desserts,4,4,restaurants,24.7419896,46.648431,ChIJERincZniLj4RsTqo11XzT2Q
1186,Coffee Address,RESTAURANT,Desserts|Coffee,4.6,259,restaurants,24.74182953,46.64793374,ChIJERincZniLj4RsTqo11XzT2Q
1187,SLYDE,RESTAURANT,Sandwich,4,62,restaurants,24.7422048,46.649125,ChIJERincZniLj4RsTqo11XzT2Q
1188,VERSAI SALAD,RESTAURANT,Arabic|Salads,4.1,84,restaurants,24.74187184,46.64800091,ChIJERincZniLj4RsTqo11XzT2Q
1189,molten,RESTAURANT,Desserts|Beverages,4.7,58,restaurants,24.699438,46.689523,ChIJtUFRhT0DLz4RjNDXEs6JIjc
1190,Tikka Apple,RESTAURANT,Grill,3.7,161,restaurants,24.7432331,46.6535105,ChIJ3YIkq6PiLj4RTyqoe1yayTA
1191,Trieste,RESTAURANT,Bakery|Coffee|Breakfast,4.3,662,restaurants,24.7422144,46.649015,ChIJERincZniLj4RsTqo11XzT2Q
1192,Cinnzeo,RESTAURANT,Desserts|Beverages,4.1,30,restaurants,24.7437373,46.6580628,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1193,Best Fish &amp; Chips,RESTAURANT,Seafood,4.4,369,restaurants,24.7437525,46.65799385,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1194,PAESANO FORNO,RESTAURANT,Sandwich|Italian|Pizza|Pasta,4.4,29,restaurants,24.7423984,46.6493092,ChIJ2fOM-ZjiLj4RHXPJBa0hJZI
1195,Secrets Cakes,RESTAURANT,Desserts,4.2,19,restaurants,24.7438293,46.6580101,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1196,Balloonizer,RESTAURANT,Gifts,5,14,home_and_gifts,24.7434778,46.6540945,ChIJ3YIkq6PiLj4RTyqoe1yayTA
1197,Fairouzy Saj,RESTAURANT,Sandwich|Grill|Arabic|Pizza,4.3,25,restaurants,24.7438435,46.6580108,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1198,Ghost,RESTAURANT,Sandwich|Arabic,0,0,restaurants,24.7426714,46.6500173,ChIJ_7-diJjiLj4RJXujM95TfZo
1199,Playground,RESTAURANT,Arabic,0,0,restaurants,24.7426714,46.6500173,ChIJ_7-diJjiLj4RJXujM95TfZo
1200,APE,RESTAURANT,Burgers,4,149,restaurants,24.7426714,46.6500173,ChIJ_7-diJjiLj4RJXujM95TfZo
1201,ANIMAL,RESTAURANT,American|Burgers,3.9,69,restaurants,24.7426714,46.6500173,ChIJ_7-diJjiLj4RJXujM95TfZo
1202,Plenty slds,RESTAURANT,Healthy,4.4,1767,restaurants,24.74346806,46.6538531,ChIJ3YIkq6PiLj4RTyqoe1yayTA
1203,Al Tazaj,RESTAURANT,Sandwich|Arabic|Beverages,4.4,429,restaurants,24.735235,46.683282,ChIJISnDC7sCLz4RknELoAgqcOs
1204,Abu najm,RESTAURANT,Burgers,4.5,40,restaurants,24.7413629,46.6454937,ChIJh1SQeZriLj4Rmjv3NBqei0M
1205,EAT UP,RESTAURANT,International,3.9,9,restaurants,24.7413629,46.6454937,ChIJh1SQeZriLj4Rmjv3NBqei0M
1206,Garam Masala,RESTAURANT,Indian,0,0,restaurants,24.7441471,46.6580137,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1207,OPAQ Eatery,RESTAURANT,Fast Food|American|Burgers,4.4,192,restaurants,24.7415958,46.6455042,ChIJh1SQeZriLj4Rmjv3NBqei0M
1208,Lazy Cat,RESTAURANT,Arabic,3.9,11,restaurants,24.6932984,46.6328571,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1209,DURMA,RESTAURANT,Desserts,4.1,34,restaurants,24.7417365,46.6733927,ChIJaUYPV6oCLz4R7IxIgnY0rV4
1210,Zaatar W Zeit,RESTAURANT,Sandwich|Fast Food|Arabic|Bakery|Beverages|Healthy|Breakfast,4.5,1564,restaurants,24.6988875,46.6903281,ChIJIxpzJhYDLz4RFEFrfP4mJy8
1211,Chowking,RESTAURANT,Noodles,4.5,571,restaurants,24.7445923,46.6580092,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1212,Kayk,RESTAURANT,Desserts,4.1,28,restaurants,24.74292322,46.67253509,ChIJL1YGY6oCLz4Ro4B3nl9-04Q
1213,Damascene Pie,RESTAURANT,Sandwich|Fast Food|Pastries,4.1,23,restaurants,24.73235,46.687736,ChIJvXCYrr8CLz4RJpUZjmaHdwY
1214,Hamam Abdoh,RESTAURANT,Desserts|Grill|Egyptian,4.5,1160,restaurants,24.6872959,46.6806711,ChIJfyBwzUcDLz4RRDs32YQVGI0
1215,JADWA BEAUTY,OTHER,Beauty &amp; Perfume,0,0,beauty,24.73285643,46.68760846,ChIJEcHOVb4CLz4RgDRc3X9tO8E
1216,SORS,RESTAURANT,Sandwich|Desserts|Bakery|Coffee,4.3,337,restaurants,24.743127,46.6726843,ChIJL1YGY6oCLz4Ro4B3nl9-04Q
1217,L3younk,RESTAURANT,Sandwich|Fast Food|Arabic|Shawarma,4,138,restaurants,24.7437086,46.6744047,ChIJ390DEKoCLz4R_MuHAp1wsyw
1218,Pro fit Sogreen,RESTAURANT,Sandwich|Salads,3.6,10,restaurants,24.74589524,46.66815644,ChIJ3ySogaviLj4RCCDE6sFzWGA
1219,Pro fit,RESTAURANT,Healthy,4.3,1367,restaurants,24.74618203,46.6678384,ChIJ3ySogaviLj4RCCDE6sFzWGA
1220,Pro fit keto,RESTAURANT,Sandwich|Healthy,4.5,505,restaurants,24.746221,46.6677633,ChIJ3ySogaviLj4RCCDE6sFzWGA
1221,Fitt Pub,RESTAURANT,Healthy,4.8,16,restaurants,24.69126781,46.69083238,ChIJz_62kWoDLz4RM2xkpUYuxlE
1222,Gully Biryani,RESTAURANT,Indian,3.3,22,restaurants,24.691547,46.6929084,ChIJGRmIGmsDLz4RGCR71RbhFGA
1223,Signature,RESTAURANT,Beverages|Juices,4.5,419,restaurants,24.703196,46.70071,ChIJTTCrSg4DLz4ReNRJDHMI2tM
1224,Lafetalchef,RESTAURANT,Arabic,4.4,128,restaurants,24.749553,46.640583,ChIJFZNeSI3iLj4RRvHhfIsqRLc
1225,Posh,RESTAURANT,Fast Food|American|Burgers,4.4,24,restaurants,24.704421,46.70353,ChIJF5PdJg8DLz4Reg0bxGVEvQg
1226,Sicilee,RESTAURANT,Italian,4.6,10,restaurants,24.7044643,46.7036614,ChIJF5PdJg8DLz4Reg0bxGVEvQg
1227,Tagfelah,RESTAURANT,Fast Food|American|Burgers,3.7,12,restaurants,24.75080665,46.6399043,ChIJFZNeSI3iLj4RRvHhfIsqRLc
1228,PAPA JOHNS PIZZA,RESTAURANT,Fast Food|Pizza|Pasta|Salads,4.3,1069,restaurants,24.69659,46.7016258,ChIJZU_-Lg0DLz4RoC5CRl-WNwk
1229,Repeat Coffee,RESTAURANT,Desserts|Arabic|Coffee,3.7,3,restaurants,24.7500797,46.63717423,ChIJ9RyAqfTiLj4RQQsEJBEuK9c
1230,Sucre de Nada,RESTAURANT,Desserts,4.4,68,restaurants,24.69578956,46.7017766,ChIJF8Hd23IDLz4R4uMrcT4U-T8
1231,Al Andaleeb Al Asmar,RESTAURANT,Sandwich|Arabic|Breakfast,4.5,163,restaurants,24.751369,46.639248,ChIJiQL12fLiLj4RRO5Kiq7adlc
1232,Urth Caffe,RESTAURANT,Coffee|Vegetarian|Salads|Breakfast|Gluten-Free,4.4,244,restaurants,24.7055153,46.7056118,ChIJV8SO4AgDLz4RHzkEXbJYTQI
1233,Griddle,RESTAURANT,Sandwich|Fast Food|American,4.3,7,restaurants,24.75185911,46.63940292,ChIJJz_H5vLiLj4RpgR7Uy1QWlA
1234,Ronaldos Pizzeria,RESTAURANT,Beverages,5,5,restaurants,24.752375,46.639173,ChIJJz_H5vLiLj4RpgR7Uy1QWlA
1235,Bab Mashwi,RESTAURANT,Arabic|Saudi,4.3,501,restaurants,24.7564937,46.6571007,ChIJ5xvDvbjiLj4RX-Uy8nyeZz4
1236,Slider House,RESTAURANT,Fast Food,4.6,365,restaurants,24.7030625,46.7059375,ChIJ94hp3wsDLz4RgiC_cUGGdeQ
1237,Crepe House,RESTAURANT,Fast Food|Desserts,4.5,109,restaurants,24.702843,46.705885,ChIJ94hp3wsDLz4RgiC_cUGGdeQ
1238,Lemon and half,RESTAURANT,Arabic|Beverages,5,6,restaurants,24.7565178,46.6572476,ChIJP-jAkbjiLj4RLNPdhn5uKfQ
1239,Saladat,RESTAURANT,Sandwich|Healthy|Salads,4.7,166,restaurants,24.7028075,46.7059495,ChIJ94hp3wsDLz4RgiC_cUGGdeQ
1240,GREENBAR,RESTAURANT,Salads,4.6,98,restaurants,24.7028075,46.7059495,ChIJ94hp3wsDLz4RgiC_cUGGdeQ
1241,BLANCA,RESTAURANT,Italian,4.3,215,restaurants,24.7028075,46.7059495,ChIJ94hp3wsDLz4RgiC_cUGGdeQ
1242,Crust Corner,RESTAURANT,Sandwich|Salads,4.5,743,restaurants,24.7028075,46.7059495,ChIJ94hp3wsDLz4RgiC_cUGGdeQ
1243,Saj AlKabda,RESTAURANT,Arabic,4.4,11,restaurants,24.7566203,46.6574671,ChIJP-jAkbjiLj4RLNPdhn5uKfQ
1244,COHO,RESTAURANT,Fast Food|American,4.1,44,restaurants,24.7525871,46.6389857,ChIJB8glAPPiLj4RKt48Dgj_gbU
1245,paolo,RESTAURANT,Sandwich|Beverages,4.5,124,restaurants,24.752762,46.6388954,ChIJB8glAPPiLj4RKt48Dgj_gbU
1246,Chef Khulood,RESTAURANT,Arabic|Egyptian,4.2,12,restaurants,24.74223003,46.69648352,ChIJhzXGdZoCLz4Ri6ZQIyEP-qA
1247,Blue Garden,RESTAURANT,Grill|Arabic|Seafood,4.6,21,restaurants,24.7506804,46.6241195,ChIJR2_Lw1viLj4RvB6-5slaC3Y
1248,Perimeter,RESTAURANT,Italian|Pizza|Breakfast,1.5,2,restaurants,24.7506804,46.6241195,ChIJR2_Lw1viLj4RvB6-5slaC3Y
1249,Portion,RESTAURANT,Healthy,4.5,108,restaurants,24.7506804,46.6241195,ChIJR2_Lw1viLj4RvB6-5slaC3Y
1250,USKUDAR EXPRESS,RESTAURANT,American,4,6,restaurants,24.7502535,46.6231206,ChIJpSJ2tUTiLj4RtLV0-gu8Urw
1251,JOE AND THE JUICE,RESTAURANT,Sandwich|International|Healthy|Juices,3.9,214,restaurants,24.7885797,46.7334953,ChIJdxoh4sP9Lj4RjcwFaKlUy7I
1252,Quetzal,RESTAURANT,Sandwich|Grill|Beverages|Pizza,4.5,28,restaurants,24.787389,46.734887,ChIJPTlFTML9Lj4R3cAuhzoCnSE
1253,Quiet,RESTAURANT,Desserts|Bakery|Beverages|Coffee,3.1,8,restaurants,24.7903075,46.73769177,ChIJabWWUsP9Lj4RQ5F9dzqGFyI
1254,Knafera,RESTAURANT,Desserts|Arabic,4.2,88,restaurants,24.79459369,46.73371763,ChIJw8ohS8_9Lj4RusWhrg0whxY
1255,Mamma Bunz cafe,RESTAURANT,Desserts|Bakery|Beverages|Coffee,4.5,134,restaurants,24.782988,46.730265,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1256,PERFETTA,RESTAURANT,Italian|Pizza,5,2,restaurants,24.7935652,46.7295157,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1257,Peet's Coffee,RESTAURANT,Desserts|Coffee,3.7,6,restaurants,24.782982,46.7296708,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1258,Cinnabon,RESTAURANT,Desserts|Beverages,4.2,196,restaurants,24.7900625,46.7411875,ChIJOXQ8Mtz9Lj4R6V2gYQjcvJY
1259,Dunkin' Donuts,RESTAURANT,Desserts|Beverages|Coffee,4.2,166,restaurants,24.790171,46.741168,ChIJOXQ8Mtz9Lj4R6V2gYQjcvJY
1260,Baskin Robbins,RESTAURANT,Desserts|Beverages|Ice Cream,4.4,27,restaurants,24.7903196,46.7411754,ChIJy3ZVTtz9Lj4RaGi4O--foto
1261,OAKBERRY,RESTAURANT,Desserts|Beverages,4.4,12,restaurants,24.78188675,46.73109525,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1262,shahad,OTHER,Supermarkets,4.8,8,dairy_products,24.7909067,46.7410618,ChIJaUV8e9z9Lj4RdBt5Z7CecEQ
1263,Krispy Kreme Doughnuts,RESTAURANT,Desserts|Bakery|Beverages|Coffee,4.4,84,restaurants,24.781731,46.730831,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1264,Whites,OTHER,Pharmacy,4.8,115,pharmacies,24.7819875,46.7300469,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1265,Nando's,RESTAURANT,Beverages|Burgers,4.5,288,restaurants,24.781582,46.7307326,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1266,Sabbosa,RESTAURANT,Sandwich|Fast Food|Arabic|Shawarma,0,0,restaurants,24.7816076,46.7302223,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1267,MCC,RESTAURANT,Desserts|Coffee,0,0,restaurants,24.78157321,46.73027444,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1268,Wok Nation,RESTAURANT,Asian|Noodles,4,11,restaurants,24.7811476,46.7310921,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1269,Mission Wok,RESTAURANT,Asian|Japanese,3.9,7,restaurants,24.7811476,46.7310921,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1270,The Juicer,RESTAURANT,Juices,4.8,10,restaurants,24.781435,46.7301371,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1271,Domino's Pizza,RESTAURANT,Fast Food|Italian|American|International|Pizza,4.4,78,restaurants,24.7814444,46.7301111,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1272,Shawarmer,RESTAURANT,Sandwich|Fast Food|Arabic|Shawarma,4,237,restaurants,24.781213,46.7304939,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1273,Saba,RESTAURANT,Arabic|Saudi,4.1,63,restaurants,24.7811105,46.7306525,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1274,Al Fateh,RESTAURANT,Arabic,4.4,210,restaurants,24.7959721,46.7318388,ChIJxQSOGcn9Lj4RpuAUKYFSFdI
1275,Meatloaf,RESTAURANT,Sandwich|Grill|Juices|Burgers,4.2,314,restaurants,24.7959017,46.7315491,ChIJhzy_O8n9Lj4RAH5FqzAQs3M
1276,Sbarro,RESTAURANT,Italian|American,4.2,96,restaurants,24.7810899,46.7304041,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1277,Agus,RESTAURANT,Asian|Sushi|Japanese,4.2,216,restaurants,24.780924,46.730749,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1278,Popeyes,RESTAURANT,Sandwich|Fast Food|American,4.2,381,restaurants,24.7810396,46.7303674,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1279,مقلوبة ® | Maqloba,RESTAURANT,Arabic|Saudi|Gluten-Free,4.5,1147,restaurants,24.7961896,46.7323455,ChIJxQSOGcn9Lj4RpuAUKYFSFdI
1280,Whata Slider,RESTAURANT,Fast Food|Burgers,3.5,11,restaurants,24.780983,46.730413,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1281,Cinaroma,RESTAURANT,Italian,1.7,3,restaurants,24.78124072,46.72975839,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1282,Mandi Majeed,RESTAURANT,Arabic|Saudi,4.2,544,restaurants,24.7962456,46.73221944,ChIJhzy_O8n9Lj4RAH5FqzAQs3M
1283,Charley's Philly steaks,RESTAURANT,Sandwich|Fast Food|American,3.3,22,restaurants,24.7808415,46.7305021,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1284,Pastalita,RESTAURANT,Fast Food|Italian|Pizza|Pasta,4.5,78,restaurants,24.7807517,46.73050145,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1285,Paul Le Cafe,RESTAURANT,Sandwich|Desserts|Bakery|Coffee|Salads,4.1,14,restaurants,24.780231,46.7315118,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1286,Caffè Bene,RESTAURANT,Desserts|Bakery|Beverages|Coffee|Juices|Breakfast,4.5,155,restaurants,24.780131,46.731007,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1287,BUNWICH,RESTAURANT,Arabic,4.4,233,restaurants,24.7808515,46.7398282,ChIJP0woyOX9Lj4RoGzak155ZUg
1288,kabaza,RESTAURANT,Breakfast,4.3,19,restaurants,24.7803611,46.739248,ChIJSx-4l-X9Lj4RYnWY9-CRcVM
1289,Maison B,RESTAURANT,Breakfast,4.4,16,restaurants,24.7803819,46.7393025,ChIJSx-4l-X9Lj4RYnWY9-CRcVM
1290,sitbit,RESTAURANT,Arabic,4.2,37,restaurants,24.7803813,46.7393023,ChIJSx-4l-X9Lj4RYnWY9-CRcVM
1291,7am,RESTAURANT,Fast Food|Arabic,0,0,restaurants,24.78066642,46.73985502,ChIJT1HhsOX9Lj4RMqSsFYlG2ws
1292,Raising Canes,RESTAURANT,Sandwich|Fast Food|American|Burgers,4.2,2096,restaurants,24.7789625,46.7339844,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1293,Oven,RESTAURANT,Fast Food|Arabic,4.1,16,restaurants,24.78064694,46.73986039,ChIJT1HhsOX9Lj4RMqSsFYlG2ws
1294,Sharar,RESTAURANT,Sandwich|Fast Food,4.3,117,restaurants,24.7806171,46.7398621,ChIJT1HhsOX9Lj4RMqSsFYlG2ws
1295,Bebo Sandwich and mora,RESTAURANT,Sandwich|Fast Food,0,0,restaurants,24.780654,46.7399407,ChIJT1HhsOX9Lj4RMqSsFYlG2ws
1296,Zezo,RESTAURANT,Fast Food|Pizza,0,0,restaurants,24.78060311,46.73987648,ChIJRYEDmOX9Lj4RRiDOQhRXL4U
1297,Ennabi Grill,RESTAURANT,Grill|Arabic,4.3,176,restaurants,24.7807251,46.7400865,ChIJT1HhsOX9Lj4RMqSsFYlG2ws
1298,Pinkberry,RESTAURANT,Desserts|Ice Cream,4.5,402,restaurants,24.7788125,46.7338125,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1299,Shake Shack,RESTAURANT,American|Burgers,4,477,restaurants,24.7788125,46.7338125,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1300,Shiro Sushi Wok,RESTAURANT,Asian|Sushi,4.5,387,restaurants,24.7802052,46.7394447,ChIJRYEDmOX9Lj4RRiDOQhRXL4U
1301,Mix Platter,RESTAURANT,Desserts|Arabic|Bakery|Juices,4.7,68,restaurants,24.79071648,46.74412595,ChIJy5EP8979Lj4R77zHxj8ZGPM
1302,Burger King,RESTAURANT,Sandwich|Fast Food|American|International|Burgers,4.1,239,restaurants,24.781602,46.741575,ChIJBxmtMeT9Lj4RLv-bTaQeM3A
1303,Nakhat Alsharq,RESTAURANT,Asian|Indian,4.2,116,restaurants,24.7786552,46.7340646,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1304,The Cheesecake Factory,RESTAURANT,Sandwich|Desserts|American|International|Burgers|Pasta|Salads|Breakfast|Gluten-Free,4.2,584,restaurants,24.7786552,46.7340646,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
1305,Lorenzo Pizza,RESTAURANT,Sandwich|Fast Food|Italian|International|Pizza|Pasta|Salads,4.4,385,restaurants,24.7942346,46.7427651,ChIJw-n719v9Lj4RfLUtdBut07c
1306,Salad Freak,RESTAURANT,Healthy|Salads,3.4,79,restaurants,24.7780625,46.7336875,ChIJz8CPg-79Lj4RpkmTo-bMp3k
1307,Chunk,RESTAURANT,Desserts|Bakery|Coffee,4.6,491,restaurants,24.7780539,46.7337669,ChIJp-tQ8u79Lj4Ro1EPZgJpDPw
1308,Arabica Star Cafe,RESTAURANT,Desserts|Coffee,4.2,25,restaurants,24.7888968,46.7454159,ChIJYZTq09_9Lj4RT3DeNo1kuWE
1309,Burgeration,RESTAURANT,Fast Food|Burgers,4.2,262,restaurants,24.782278,46.743818,ChIJsVDtleP9Lj4R2QMYi1oE7zs
1310,Archi‏‏,RESTAURANT,Sandwich|Desserts|Coffee|Healthy|Salads,4.3,404,restaurants,24.7990138,46.7358587,ChIJWci4Y879Lj4Rb3TV_zrp-IY
1311,Mafroomah‎‎,RESTAURANT,Sandwich|Fast Food|American|Burgers,4.4,115,restaurants,24.78228457,46.74399735,ChIJsVDtleP9Lj4R2QMYi1oE7zs
1312,Chicken Day,RESTAURANT,Fast Food,4.2,13,restaurants,24.793977,46.74431,ChIJ9990atn9Lj4RG-3KtR39Dq8
1313,Tabliyah,RESTAURANT,Egyptian,3.6,10,restaurants,24.796092,46.742653,ChIJ6zixENr9Lj4R6MYylkYE2i0
1314,waraq Beirut grape,RESTAURANT,Arabic,3.5,11,restaurants,24.796334,46.7427168,ChIJ6zixENr9Lj4R6MYylkYE2i0
